country,source,forename,gender
czech republic,2019)[87],tomáš,male
czech republic,2019)[87],matyáš,male
czech republic,2019)[87],adam,male
czech republic,2019)[87],filip,male
czech republic,2019)[87],vojtěch,male
czech republic,2019)[87],lukáš,male
czech republic,2019)[87],martin,male
czech republic,2019)[87],matěj,male
denmark,2020 births)[88],alfred,male
denmark,2020 births)[88],oscar,male
denmark,2020 births)[88],carl,male
denmark,2020 births)[88],noah,male
denmark,2020 births)[88],william,male
denmark,2020 births)[88],oliver,male
denmark,2020 births)[88],aksel,male
denmark,2020 births)[88],arthur,male
denmark,2020 births)[88],valdemar,male
denmark,2020 births)[88],lucas,male
england united kingdom,2020)[89],oliver,male
england united kingdom,2020)[89],george,male
england united kingdom,2020)[89],arthur,male
england united kingdom,2020)[89],noah,male
england united kingdom,2020)[89],muhammad,male
england united kingdom,2020)[89],leo,male
england united kingdom,2020)[89],oscar,male
england united kingdom,2020)[89],harry,male
england united kingdom,2020)[89],archie,male
england united kingdom,2020)[89],henry,male
estonia,boys born between 2016-2020)[90],robin,male
estonia,boys born between 2016-2020)[90],oliver,male
estonia,boys born between 2016-2020)[90],rasmus,male
estonia,boys born between 2016-2020)[90],sebastian,male
estonia,boys born between 2016-2020)[90],robert,male
estonia,boys born between 2016-2020)[90],mark,male
estonia,boys born between 2016-2020)[90],hugo,male
estonia,boys born between 2016-2020)[90],oskar,male
estonia,boys born between 2016-2020)[90],daniel,male
estonia,boys born between 2016-2020)[90],kristofer,male
faroe islands,2020)[91],benjamin,male
faroe islands,2020)[91],elias,male
faroe islands,2020)[91],lukas,male
faroe islands,2020)[91],jóhan,male
faroe islands,2020)[91],levi,male
faroe islands,2020)[91],øssur,male
faroe islands,2020)[91],brandur,male
faroe islands,2020)[91],hákun,male
faroe islands,2020)[91],mattias,male
faroe islands,2020)[91],poul,male
faroe islands,2020)[91],teitur,male
finland,2020 births among finnish speakers)[92],leo,male
finland,2020 births among finnish speakers)[92],eino,male
finland,2020 births among finnish speakers)[92],oliver,male
finland,2020 births among finnish speakers)[92],elias,male
finland,2020 births among finnish speakers)[92],onni,male
finland,2020 births among finnish speakers)[92],väinö,male
finland,2020 births among finnish speakers)[92],noel,male
finland,2020 births among finnish speakers)[92],eeli,male
finland,2020 births among finnish speakers)[92],toivo,male
finland,2020 births among finnish speakers)[92],leevi,male
france,2020)[93],léo,male
france,2020)[93],gabriel,male
france,2020)[93],raphaël,male
france,2020)[93],arthur,male
france,2020)[93],louis,male
france,2020)[93],jules,male
france,2020)[93],adam,male
france,2020)[93],maël,male
france,2020)[93],lucas,male
france,2020)[93],hugo,male
georgia,2018)[94],gabriel,male
georgia,2018)[94],გაბრიელი,male
georgia,2018)[94],andria,male
georgia,2018)[94],ანდრია,male
georgia,2018)[94],giorgi,male
georgia,2018)[94],გიორგი,male
georgia,2018)[94],davit,male
georgia,2018)[94],დავითი,male
georgia,2018)[94],aleksandre,male
georgia,2018)[94],ალექსანდრე,male
georgia,2018)[94],nikoloz,male
georgia,2018)[94],ნიკოლოზი,male
georgia,2018)[94],demetre,male
georgia,2018)[94],დემეტრე,male
georgia,2018)[94],luka,male
georgia,2018)[94],ლუკა,male
georgia,2018)[94],daniel,male
georgia,2018)[94],დანიელ,male
georgia,2018)[94],gabor,male
georgia,2018)[94],მათე,male
germany,2020)[95],noah,male
germany,2020)[95],leon,male
germany,2020)[95],paul,male
germany,2020)[95],matteo,male
germany,2020)[95],ben,male
germany,2020)[95],elias,male
germany,2020)[95],finn,male
germany,2020)[95],felix,male
germany,2020)[95],henry,male
germany,2020)[95],louis,male
greece,2010)[96][97],georgios,male
greece,2010)[96][97],γεώργιος,male
greece,2010)[96][97],ioannis,male
greece,2010)[96][97],ιωάννης,male
greece,2010)[96][97],konstantinos,male
greece,2010)[96][97],κωνσταντίνος,male
greece,2010)[96][97],dimitrios,male
greece,2010)[96][97],δημήτριος,male
greece,2010)[96][97],nikolaos,male
greece,2010)[96][97],νικόλαος,male
greece,2010)[96][97],panagiotis,male
greece,2010)[96][97],παναγιώτης,male
greece,2010)[96][97],vasileios,male
greece,2010)[96][97],βασίλειος,male
greece,2010)[96][97],christos,male
greece,2010)[96][97],χρήστος,male
greece,2010)[96][97],athanasios,male
greece,2010)[96][97],αθανάσιος,male
greece,2010)[96][97],michail,male
greece,2010)[96][97],μιχαήλ,male
guernsey,2010)[98],charlie,male
guernsey,2010)[98],harry,male
guernsey,2010)[98],william,male
guernsey,2010)[98],alexander,male
guernsey,2010)[98],lewis,male
guernsey,2010)[98],charles,male
hungary,2020)[99],bence,male
hungary,2020)[99],máté,male
hungary,2020)[99],dominik,male
hungary,2020)[99],levente,male
hungary,2020)[99],noel,male
hungary,2020)[99],dániel,male
hungary,2020)[99],zalán,male
hungary,2020)[99],marcell,male
hungary,2020)[99],olivér,male
hungary,2020)[99],ádám,male
iceland,2018 births)[100],aron,male
iceland,2018 births)[100],alexander,male
iceland,2018 births)[100],emil,male
iceland,2018 births)[100],kári,male
iceland,2018 births)[100],viktor,male
iceland,2018 births)[100],victor,male
iceland,2018 births)[100],óliver,male
iceland,2018 births)[100],mikael,male
iceland,2018 births)[100],mikkael,male
iceland,2018 births)[100],mikkel,male
iceland,2018 births)[100],jökull,male
iceland,2018 births)[100],guðmundur,male
iceland,2018 births)[100],jón,male
iceland,2018 births)[100],gunnar,male
iceland,2018 births)[100],jóhann,male
iceland,2018 births)[100],úlfur,male
ireland,2020)[101],jack,male
ireland,2020)[101],james,male
ireland,2020)[101],noah,male
ireland,2020)[101],daniel,male
ireland,2020)[101],conor,male
ireland,2020)[101],finn,male
ireland,2020)[101],liam,male
ireland,2020)[101],fionn,male
ireland,2020)[101],harry,male
ireland,2020)[101],charlie,male
isle of man,2020)[102],leo,male
isle of man,2020)[102],oliver,male
isle of man,2020)[102],noah,male
isle of man,2020)[102],theodore,male
isle of man,2020)[102],archie,male
isle of man,2020)[102],arthur,male
isle of man,2020)[102],rory,male
isle of man,2020)[102],william,male
italy,2019)[103],leonardo,male
italy,2019)[103],francesco,male
italy,2019)[103],lorenzo,male
italy,2019)[103],alessandro,male
italy,2019)[103],andrea,male
italy,2019)[103],mattia,male
italy,2019)[103],gabriele,male
italy,2019)[103],tommaso,male
italy,2019)[103],riccardo,male
italy,2019)[103],edoardo,male
jersey,2020)[104],lucas,male
jersey,2020)[104],george,male
jersey,2020)[104],william,male
jersey,2020)[104],henry,male
jersey,2020)[104],alfie,male
jersey,2020)[104],oscar,male
jersey,2020)[104],archie,male
jersey,2020)[104],oliver,male
jersey,2020)[104],noah,male
jersey,2020)[104],liam,male
latvia,2019)[105],roberts,male
latvia,2019)[105],olivers,male
latvia,2019)[105],marks,male
latvia,2019)[105],emīls,male
latvia,2019)[105],aleksandrs,male
latvia,2019)[105],kārlis,male
latvia,2019)[105],markuss,male
latvia,2019)[105],adrians,male
latvia,2019)[105],gustavs,male
latvia,2019)[105],jēkabs,male
liechtenstein,2020)[106],maximilian,male
liechtenstein,2020)[106],oscar,male
liechtenstein,2020)[106],oskar,male
liechtenstein,2020)[106],laurin,male
liechtenstein,2020)[106],leo,male
liechtenstein,2020)[106],lian,male
liechtenstein,2020)[106],lyan,male
liechtenstein,2020)[106],luis,male
liechtenstein,2020)[106],louis,male
liechtenstein,2020)[106],noa,male
liechtenstein,2020)[106],noah,male
liechtenstein,2020)[106],theo,male
lithuania,2020)[107],benas,male
lithuania,2020)[107],markas,male
lithuania,2020)[107],lukas,male
lithuania,2020)[107],matas,male
lithuania,2020)[107],nojus,male
lithuania,2020)[107],jokūbas,male
lithuania,2020)[107],herkus,male
lithuania,2020)[107],kajus,male
lithuania,2020)[107],dominykas,male
lithuania,2020)[107],adomas,male
luxembourg,2014 babies born)[108],gabriel,male
luxembourg,2014 babies born)[108],leo,male
luxembourg,2014 babies born)[108],luca,male
luxembourg,2014 babies born)[108],noah,male
luxembourg,2014 babies born)[108],david,male
luxembourg,2014 babies born)[108],tom,male
luxembourg,2014 babies born)[108],ben,male
north macedonia,2012 general population)[109],aleksandar,male
north macedonia,2012 general population)[109],zoran,male
north macedonia,2012 general population)[109],nikola,male
north macedonia,2012 general population)[109],goran,male
north macedonia,2012 general population)[109],dragan,male
north macedonia,2012 general population)[109],dejan,male
north macedonia,2012 general population)[109],petar,male
north macedonia,2012 general population)[109],igor,male
north macedonia,2012 general population)[109],ilija,male
north macedonia,2012 general population)[109],stefan,male
north macedonia,2019–20) [110],damjan,male
north macedonia,2019–20) [110],дамјан,male
north macedonia,2019–20) [110],luka,male
north macedonia,2019–20) [110],лука,male
north macedonia,2019–20) [110],mihail,male
north macedonia,2019–20) [110],михаил,male
north macedonia,2019–20) [110],jakov,male
north macedonia,2019–20) [110],јаков,male
north macedonia,2019–20) [110],marko,male
north macedonia,2019–20) [110],марко,male
north macedonia,2019–20) [110],andrej,male
north macedonia,2019–20) [110],андреј,male
north macedonia,2019–20) [110],david,male
north macedonia,2019–20) [110],давид,male
north macedonia,2019–20) [110],petar,male
north macedonia,2019–20) [110],петар,male
north macedonia,2019–20) [110],matej,male
north macedonia,2019–20) [110],матеј,male
north macedonia,2019–20) [110],jovan,male
north macedonia,2019–20) [110],јован,male
malta,2018)[111],luke,male
malta,2018)[111],luca,male
malta,2018)[111],lucas,male
malta,2018)[111],matthew,male
malta,2018)[111],matthias,male
malta,2018)[111],matteo,male
malta,2018)[111],nicholas,male
malta,2018)[111],nick,male
malta,2018)[111],nicholai,male
malta,2018)[111],nicolo,male
malta,2018)[111],alexander,male
malta,2018)[111],alessandro,male
malta,2018)[111],alejandro,male
malta,2018)[111],jacob,male
malta,2018)[111],jake,male
malta,2018)[111],noah,male
malta,2018)[111],michael,male
malta,2018)[111],miguel,male
malta,2018)[111],mikhail,male
malta,2018)[111],andre,male
malta,2018)[111],andrew,male
malta,2018)[111],andrea,male
malta,2018)[111],andrei,male
malta,2018)[111],liam,male
malta,2018)[111],william,male
malta,2018)[111],john,male
malta,2018)[111],giovanni,male
malta,2018)[111],jean,male
malta,2018)[111],juan,male
moldova,2020)[112],david,male
moldova,2020)[112],matei,male
moldova,2020)[112],bogdan,male
moldova,2020)[112],maxim,male
moldova,2020)[112],alexandru,male
moldova,2020)[112],damian,male
moldova,2020)[112],daniel,male
moldova,2020)[112],artiom,male
moldova,2020)[112],ion,male
moldova,2020)[112],gabriel,male
monaco,2020)[113],léo,male
monaco,2020)[113],gabriel,male
monaco,2020)[113],ethan,male
monaco,2020)[113],andrea,male
monaco,2020)[113],théo,male
montenegro,2011 general population)[114],nikola,male
montenegro,2011 general population)[114],никола,male
montenegro,2011 general population)[114],marko,male
montenegro,2011 general population)[114],марко,male
montenegro,2011 general population)[114],dragan,male
montenegro,2011 general population)[114],драган,male
montenegro,2011 general population)[114],miloš,male
montenegro,2011 general population)[114],милош,male
montenegro,2011 general population)[114],zoran,male
montenegro,2011 general population)[114],зоран,male
montenegro,2011 general population)[114],milan,male
montenegro,2011 general population)[114],милан,male
montenegro,2011 general population)[114],aleksandar,male
montenegro,2011 general population)[114],александар,male
montenegro,2011 general population)[114],ivan,male
montenegro,2011 general population)[114],иван,male
montenegro,2011 general population)[114],petar,male
montenegro,2011 general population)[114],петар,male
montenegro,2011 general population)[114],luka,male
montenegro,2011 general population)[114],лука,male
montenegro,2017)[115],luka,male
montenegro,2017)[115],лука,male
montenegro,2017)[115],vuk,male
montenegro,2017)[115],вук,male
montenegro,2017)[115],lazar,male
montenegro,2017)[115],лазар,male
montenegro,2017)[115],pavle,male
montenegro,2017)[115],павле,male
montenegro,2017)[115],vasilije,male
montenegro,2017)[115],василије,male
montenegro,2017)[115],petar,male
montenegro,2017)[115],петар,male
montenegro,2017)[115],stefan,male
montenegro,2017)[115],стефан,male
montenegro,2017)[115],jovan,male
montenegro,2017)[115],јован,male
montenegro,2017)[115],andrej,male
montenegro,2017)[115],андреј,male
montenegro,2017)[115],david,male
montenegro,2017)[115],давид,male
netherlands,2021)[116],noah,male
netherlands,2021)[116],lucas,male
netherlands,2021)[116],sem,male
netherlands,2021)[116],daan,male
netherlands,2021)[116],levi,male
netherlands,2021)[116],liam,male
netherlands,2021)[116],james,male
netherlands,2021)[116],finn,male
netherlands,2021)[116],luca,male
netherlands,2021)[116],milan,male
northern ireland united kingdom,2020)[117][118],james,male
northern ireland united kingdom,2020)[117][118],jack,male
northern ireland united kingdom,2020)[117][118],noah,male
northern ireland united kingdom,2020)[117][118],charlie,male
northern ireland united kingdom,2020)[117][118],oliver,male
northern ireland united kingdom,2020)[117][118],thomas,male
northern ireland united kingdom,2020)[117][118],finn,male
northern ireland united kingdom,2020)[117][118],theo,male
northern ireland united kingdom,2020)[117][118],cillian,male
northern ireland united kingdom,2020)[117][118],harry,male
northern ireland united kingdom,2020)[117][118],leo,male
northern ireland united kingdom,2020)[117][118],oisin,male
norway,2021)[119],noah,male
norway,2021)[119],oskar,male
norway,2021)[119],oliver,male
norway,2021)[119],lukas,male
norway,2021)[119],isak,male
norway,2021)[119],aksel,male
norway,2021)[119],emil,male
norway,2021)[119],filip,male
norway,2021)[119],jakob,male
norway,2021)[119],william,male
norway,2021)[119],kasper,male
norway,2021)[119],elias,male
poland,2021)[120],antoni,male
poland,2021)[120],jan,male
poland,2021)[120],aleksander,male
poland,2021)[120],franciszek,male
poland,2021)[120],jakub,male
poland,2021)[120],szymon,male
poland,2021)[120],mikołaj,male
poland,2021)[120],leon,male
poland,2021)[120],filip,male
poland,2021)[120],stanisław,male
portugal,2020)[121][122],francisco,male
portugal,2020)[121][122],joão,male
portugal,2020)[121][122],afonso,male
portugal,2020)[121][122],tomás,male
portugal,2020)[121][122],duarte,male
portugal,2020)[121][122],gabriel,male
portugal,2020)[121][122],santiago,male
portugal,2020)[121][122],lourenço,male
portugal,2020)[121][122],rodrigo,male
portugal,2020)[121][122],miguel,male
romania,2020)[123],david,male
romania,2020)[123],matei,male
romania,2020)[123],bogdan,male
romania,2020)[123],maxim,male
romania,2020)[123],alexandru,male
romania,2020)[123],damian,male
romania,2020)[123],daniel,male
romania,2020)[123],artiom,male
romania,2020)[123],ion,male
romania,2020)[123],gabriel,male
russia,2020 births official civil registry figures)[124],alexander,male
russia,2020 births official civil registry figures)[124],александр,male
russia,2020 births official civil registry figures)[124],mikhail,male
russia,2020 births official civil registry figures)[124],михаил,male
russia,2020 births official civil registry figures)[124],maxim,male
russia,2020 births official civil registry figures)[124],максим,male
russia,2020 births official civil registry figures)[124],artyom,male
russia,2020 births official civil registry figures)[124],artem,male
russia,2020 births official civil registry figures)[124],артём,male
russia,2020 births official civil registry figures)[124],артем,male
russia,2020 births official civil registry figures)[124],mark,male
russia,2020 births official civil registry figures)[124],марк,male
russia,2020 births official civil registry figures)[124],ivan,male
russia,2020 births official civil registry figures)[124],иван,male
russia,2020 births official civil registry figures)[124],lev,male
russia,2020 births official civil registry figures)[124],лев,male
russia,2020 births official civil registry figures)[124],dmitry,male
russia,2020 births official civil registry figures)[124],дмитрий,male
russia,2020 births official civil registry figures)[124],matvey,male
russia,2020 births official civil registry figures)[124],матвей,male
russia,2020 births official civil registry figures)[124],daniil,male
russia,2020 births official civil registry figures)[124],danila,male
russia,2020 births official civil registry figures)[124],danil,male
russia,2020 births official civil registry figures)[124],даниил,male
russia,2020 births official civil registry figures)[124],данила,male
russia,2020 births official civil registry figures)[124],данил,male
russia,2012 official civil registry figures загс)[125],alexander,male
russia,2012 official civil registry figures загс)[125],александр,male
russia,2012 official civil registry figures загс)[125],sergei,male
russia,2012 official civil registry figures загс)[125],сергей,male
russia,2012 official civil registry figures загс)[125],dmitry,male
russia,2012 official civil registry figures загс)[125],дмитрий,male
russia,2012 official civil registry figures загс)[125],andrei,male
russia,2012 official civil registry figures загс)[125],андрей,male
russia,2012 official civil registry figures загс)[125],alexey,male
russia,2012 official civil registry figures загс)[125],алексей,male
russia,2012 official civil registry figures загс)[125],maxim,male
russia,2012 official civil registry figures загс)[125],максим,male
russia,2012 official civil registry figures загс)[125],evgeny,male
russia,2012 official civil registry figures загс)[125],евгений,male
russia,2012 official civil registry figures загс)[125],ivan,male
russia,2012 official civil registry figures загс)[125],иван,male
russia,2012 official civil registry figures загс)[125],mikhail,male
russia,2012 official civil registry figures загс)[125],михаил,male
russia,2012 official civil registry figures загс)[125],artyom,male
russia,2012 official civil registry figures загс)[125],артем,male
scotland united kingdom,2020)[126],jack,male
scotland united kingdom,2020)[126],noah,male
scotland united kingdom,2020)[126],james,male
scotland united kingdom,2020)[126],leo,male
scotland united kingdom,2020)[126],oliver,male
scotland united kingdom,2020)[126],harris,male
scotland united kingdom,2020)[126],rory,male
scotland united kingdom,2020)[126],alexander,male
scotland united kingdom,2020)[126],finlay,male
scotland united kingdom,2020)[126],archie,male
scotland united kingdom,2020)[126],lucas,male
serbia,2011 general population)[127],dragan,male
serbia,2011 general population)[127],драган,male
serbia,2011 general population)[127],milan,male
serbia,2011 general population)[127],милан,male
serbia,2011 general population)[127],aleksandar,male
serbia,2011 general population)[127],александар,male
serbia,2011 general population)[127],zoran,male
serbia,2011 general population)[127],зоран,male
serbia,2011 general population)[127],nikola,male
serbia,2011 general population)[127],никола,male
serbia,2011 general population)[127],miloš,male
serbia,2011 general population)[127],милош,male
serbia,2011 general population)[127],marko,male
serbia,2011 general population)[127],марко,male
serbia,2011 general population)[127],goran,male
serbia,2011 general population)[127],горан,male
serbia,2011 general population)[127],dušan,male
serbia,2011 general population)[127],душан,male
serbia,2011 general population)[127],dejan,male
serbia,2011 general population)[127],дејан,male
serbia,2021)[128],relja,male
serbia,2021)[128],mateo,male
serbia,2021)[128],noa,male
serbia,2021)[128],emil,male
serbia,2021)[128],leon,male
serbia,2021)[128],teo,male
serbia,2021)[128],matija,male
serbia,2021)[128],filip,male
serbia,2021)[128],nikola,male
serbia,2021)[128],danijel,male
slovakia,2021)[129],jakub,male
slovakia,2021)[129],adam,male
slovakia,2021)[129],samuel,male
slovakia,2021)[129],michal,male
slovakia,2021)[129],oliver,male
slovakia,2021)[129],tomáš,male
slovakia,2021)[129],filip,male
slovakia,2021)[129],matej,male
slovakia,2021)[129],lukáš,male
slovakia,2021)[129],martin,male
slovenia,2020)[130],luka,male
slovenia,2020)[130],filip,male
slovenia,2020)[130],mark,male
slovenia,2020)[130],nik,male
slovenia,2020)[130],jakob,male
slovenia,2020)[130],tim,male
slovenia,2020)[130],liam,male
slovenia,2020)[130],jan,male
slovenia,2020)[130],lovro,male
slovenia,2020)[130],oskar,male
spain,2020 excluding basque country & catalonia)[131],hugo,male
spain,2020 excluding basque country & catalonia)[131],mateo,male
spain,2020 excluding basque country & catalonia)[131],martín,male
spain,2020 excluding basque country & catalonia)[131],lucas,male
spain,2020 excluding basque country & catalonia)[131],leo,male
spain,2020 excluding basque country & catalonia)[131],daniel,male
spain,2020 excluding basque country & catalonia)[131],alejandro,male
spain,2020 excluding basque country & catalonia)[131],manuel,male
spain,2020 excluding basque country & catalonia)[131],pablo,male
spain,2020 excluding basque country & catalonia)[131],álvaro,male
spain,2020)[132],markel,male
spain,2020)[132],julen,male
spain,2020)[132],jon,male
spain,2020)[132],martín,male
spain,2020)[132],aimar,male
spain,2020)[132],oihan,male
spain,2020)[132],ander,male
spain,2020)[132],ibai,male
spain,2020)[132],oier,male
spain,2020)[132],danel,male
spain,2020)[133],marc,male
spain,2020)[133],jan,male
spain,2020)[133],pol,male
spain,2020)[133],nil,male
spain,2020)[133],leo,male
spain,2020)[133],àlex,male
spain,2020)[133],marti,male
spain,2020)[133],biel,male
spain,2020)[133],pau,male
spain,2020)[133],lucas,male
sweden,2021)[134],noah,male
sweden,2021)[134],william,male
sweden,2021)[134],liam,male
sweden,2021)[134],hugo,male
sweden,2021)[134],lucas,male
sweden,2021)[134],adam,male
sweden,2021)[134],oliver,male
sweden,2021)[134],matteo,male
sweden,2021)[134],frans,male
sweden,2021)[134],elias,male
switzerland,2020 all births)[135],noah,male
switzerland,2020 all births)[135],liam,male
switzerland,2020 all births)[135],matteo,male
switzerland,2020 all births)[135],leon,male
switzerland,2020 all births)[135],luca,male
switzerland,2020 all births)[135],elias,male
switzerland,2020 all births)[135],gabriel,male
switzerland,2020 all births)[135],ben,male
switzerland,2020 all births)[135],louis,male
switzerland,2020 all births)[135],aaron,male
ukraine,2021)[136],maksym,male
ukraine,2021)[136],максим,male
ukraine,2021)[136],oleksandr,male
ukraine,2021)[136],олександр,male
ukraine,2021)[136],matviy,male
ukraine,2021)[136],матвій,male
ukraine,2021)[136],ivan,male
ukraine,2021)[136],іван,male
ukraine,2021)[136],lev,male
ukraine,2021)[136],лев,male
ukraine,2021)[136],andriy,male
ukraine,2021)[136],андрій,male
ukraine,2021)[136],artem,male
ukraine,2021)[136],артем,male
ukraine,2021)[136],mykhailo,male
ukraine,2021)[136],михайло,male
ukraine,2021)[136],tymofiy,male
ukraine,2021)[136],тимофій,male
ukraine,2021)[136],mark,male
ukraine,2021)[136],марк,male
wales united kingdom,2020)[89],noah,male
wales united kingdom,2020)[89],oliver,male
wales united kingdom,2020)[89],leo,male
wales united kingdom,2020)[89],theo,male
wales united kingdom,2020)[89],finley,male
wales united kingdom,2020)[89],arthur,male
wales united kingdom,2020)[89],george,male
wales united kingdom,2020)[89],archie,male
wales united kingdom,2020)[89],oscar,male
wales united kingdom,2020)[89],charlie,male
wales united kingdom,2020)[89],tommy,male
australia,2020)[144],oliver,male
australia,2020)[144],noah,male
australia,2020)[144],william,male
australia,2020)[144],leo,male
australia,2020)[144],lucas,male
australia,2020)[144],henry,male
australia,2020)[144],liam,male
australia,2020)[144],jack,male
australia,2020)[144],thomas,male
australia,2020)[144],james,male
new zealand,2021)[145],oliver,male
new zealand,2021)[145],noah,male
new zealand,2021)[145],jack,male
new zealand,2021)[145],leo,male
new zealand,2021)[145],george,male
new zealand,2021)[145],charlie,male
new zealand,2021)[145],lucas,male
new zealand,2021)[145],theodore,male
new zealand,2021)[145],william,male
new zealand,2021)[145],luca,male
new zealand,māori names 2021)[145],nikau,male
new zealand,māori names 2021)[145],ari,male
new zealand,māori names 2021)[145],niko,male
new zealand,māori names 2021)[145],koa,male
new zealand,māori names 2021)[145],mateo,male
new zealand,māori names 2021)[145],keanu,male
new zealand,māori names 2021)[145],mikaere,male
new zealand,māori names 2021)[145],manaia,male
new zealand,māori names 2021)[145],kairo,male
new zealand,māori names 2021)[145],kiwa,male
tahiti,common names unofficial)[146],hiro,male
tahiti,common names unofficial)[146],teiki,male
tahiti,common names unofficial)[146],moana,male
tahiti,common names unofficial)[146],manua,male
tahiti,common names unofficial)[146],marama,male
tahiti,common names unofficial)[146],teiva,male
tahiti,common names unofficial)[146],teva,male
tahiti,common names unofficial)[146],maui,male
tahiti,common names unofficial)[146],tehei,male
tahiti,common names unofficial)[146],tamatoa,male
tahiti,common names unofficial)[146],ioane,male
tahiti,common names unofficial)[146],tapuarii,male
equatorial guinea,2011)[3],jose,male
morocco,2019) [4],naim,male
morocco,2019) [4],younes,male
bolivia,2015)[10],jose luis,male
bolivia,2015)[10],miguel angel,male
brazil,2021)[11],joao miguel,male
brazil,census 2010)[12],jose,male
brazil,census 2010)[12],joao,male
brazil,census 2010)[12],antonio,male
canada,2020)[14],edouard,male
chile,2021)[15],agustin,male
chile,2021)[15],benjamin,male
chile,2021)[15],lucas,male
chile,2021)[15],tomas,male
chile,2021)[15],matias,male
chile,2021)[15],joaquin,male
colombia,2021 baby center)[16],matias,male
colombia,2021 baby center)[16],jeronimo,male
colombia,2021 baby center)[16],martin,male
colombia,2021 baby center)[16],nicolas,male
mexico,2020)[20],sebastian,male
mexico,2020)[20],matias,male
mexico,2020)[20],miguel angel,male
paraguay,2015 general population)[21],ramon,male
paraguay,2015 general population)[21],jose,male
paraguay,2015 general population)[21],cesar,male
puerto rico,2020),sebastian,male
puerto rico,2020),matias,male
uruguay,),agustin,male
uruguay,),matias,male
uruguay,),nicolas,male
uruguay,),martin,male
uruguay,),joaquin,male
venezuela,2011)[26],sebastian,male
venezuela,2011)[26],juan andres,male
arab world,2021)[33],mhmd,male
arab world,2021)[33],`bdllh,male
arab world,2021)[33],'hmd,male
arab world,2021)[33],`ly,male
arab world,2021)[33],ywsf,male
arab world,2021)[33],`mr,male
arab world,2021)[33],adm,male
arab world,2021)[33],`bd,male
arab world,2021)[33],khld,male
arab world,2021)[33],fhd,male
china,2020)[37],yi chen ,male
china,2020)[37],yu xuan ,male
china,2020)[37],hao yu ,male
china,2020)[37],yu chen ,male
china,2020)[37],zi mo ,male
china,2020)[37],yu hang ,male
china,2020)[37],hao ran ,male
china,2020)[37],zi hao ,male
japan,2021) [45],lian ,male
japan,2021) [45],yang xiang ,male
japan,2021) [45],cang ,male
japan,2021) [45],shu ,male
japan,2021) [45],cou ,male
japan,2021) [45],zhao yang ,male
japan,2021) [45],bi ,male
japan,2021) [45],da xiang ,male
japan,2021) [45],lu ,male
japan,2021) [45],nuan ,male
kazakhstan,2021)[47],aisu'ltan,male
kazakhstan,2021)[47],nu'rislam,male
kazakhstan,2021)[47],aldiiar,male
kazakhstan,2021)[47],alinu'r,male
kazakhstan,2021)[47],@li,male
kazakhstan,2021)[47],ramadan,male
kazakhstan,2021)[47],mu'khammed,male
kyrgyzstan,2021)[49],mukhammad,male
mongolia,52),batkhaan,male
mongolia,52),baatar,male
mongolia,52),sukhbaatar,male
south korea,2019)[56],seojun,male
south korea,2019)[56],hajun,male
south korea,2019)[56],doyun,male
south korea,2019)[56],eunu,male
south korea,2019)[56],siu,male
south korea,2019)[56],jiho,male
south korea,2019)[56],yejun,male
south korea,2019)[56],yujun,male
south korea,2019)[56],juweon,male
south korea,2019)[56],minjun,male
taiwan,1980s-1990s births 2010 census)[57][58],jia hao ,male
taiwan,1980s-1990s births 2010 census)[57][58],zhi ming ,male
taiwan,1980s-1990s births 2010 census)[57][58],jun jie ,male
taiwan,1980s-1990s births 2010 census)[57][58],jian hong ,male
taiwan,1980s-1990s births 2010 census)[57][58],jun hong ,male
taiwan,1980s-1990s births 2010 census)[57][58],zhi hao ,male
taiwan,1980s-1990s births 2010 census)[57][58],zhi wei ,male
taiwan,1980s-1990s births 2010 census)[57][58],wen xiong ,male
taiwan,1980s-1990s births 2010 census)[57][58],jin long ,male
taiwan,1980s-1990s births 2010 census)[57][58],zhi qiang ,male
turkey,babies born 2020)[61],mirac,male
turkey,babies born 2020)[61],omer asaf,male
turkey,overall 2013)[62],huseyin,male
turkey,overall 2013)[62],ismail,male
andorra,2013)[77],alex,male
andorra,2013)[77],marti,male
belarus,minsk 2018)[79],artem,male
belarus,minsk 2018)[79],daniil,male
bosnia and herzegovina,2020)[81],dzan,male
bulgaria,2021)[82],aleksand'r,male
bulgaria,2021)[82],kaloian,male
bulgaria,2021)[82],dimit'r,male
cyprus,2011 census)[85][86],khrestos,male
cyprus,2011 census)[85][86],mikhales,male
cyprus,2011 census)[85][86],panagiotes,male
cyprus,2011 census)[85][86],ioannes,male
cyprus,2011 census)[85][86],demetrios,male
czech republic,2019)[87],tomas,male
czech republic,2019)[87],matyas,male
czech republic,2019)[87],vojtech,male
czech republic,2019)[87],lukas,male
czech republic,2019)[87],matej,male
faroe islands,2020)[91],johan,male
faroe islands,2020)[91],ossur,male
faroe islands,2020)[91],hakun,male
finland,2020 births among finnish speakers)[92],vaino,male
france,2020)[93],leo,male
france,2020)[93],raphael,male
france,2020)[93],mael,male
georgia,2018)[94],gabrieli,male
georgia,2018)[94],davit`i,male
georgia,2018)[94],alek`sandre,male
georgia,2018)[94],nikolozi,male
georgia,2018)[94],mat`e,male
greece,2010)[96][97],ioannes,male
greece,2010)[96][97],demetrios,male
greece,2010)[96][97],panagiotes,male
greece,2010)[96][97],basileios,male
greece,2010)[96][97],khrestos,male
