country,source,forename,gender
israel,2020) muslim boys[42],mahmoud,male
israel,2020) christian arab boys[43],charbel,male
israel,2020) christian arab boys[43],jude,male
israel,2020) christian arab boys[43],niel,male
israel,2020) christian arab boys[43],elias,male
israel,2020) christian arab boys[43],liam,male
israel,2020) christian arab boys[43],george,male
israel,2020) druze boys[44],adam,male
israel,2020) druze boys[44],taim,male
israel,2020) druze boys[44],niel,male
israel,2020) druze boys[44],amir,male
israel,2020) druze boys[44],jude,male
japan,2021) [45],ren,male
japan,2021) [45],蓮,male
japan,2021) [45],haruto,male
japan,2021) [45],陽翔,male
japan,2021) [45],aoi,male
japan,2021) [45],蒼,male
japan,2021) [45],itsuki,male
japan,2021) [45],樹,male
japan,2021) [45],minato,male
japan,2021) [45],湊,male
japan,2021) [45],asahi,male
japan,2021) [45],朝陽,male
japan,2021) [45],ao,male
japan,2021) [45],碧,male
japan,2021) [45],hiroto,male
japan,2021) [45],大翔,male
japan,2021) [45],ritsu,male
japan,2021) [45],律,male
japan,2021) [45],dan,male
japan,2021) [45],暖,male
jordan,2020)[46],mohammad,male
jordan,2020)[46],adam,male
jordan,2020)[46],ahmed,male
jordan,2020)[46],youssef,male
jordan,2020)[46],omar,male
jordan,2020)[46],karam,male
jordan,2020)[46],shahem,male
jordan,2020)[46],jad,male
jordan,2020)[46],ali,male
jordan,2020)[46],hashem,male
kazakhstan,2021)[47],alikhan,male
kazakhstan,2021)[47],алихан,male
kazakhstan,2021)[47],aisultan,male
kazakhstan,2021)[47],айсұлтан,male
kazakhstan,2021)[47],nurislam,male
kazakhstan,2021)[47],нұрислам,male
kazakhstan,2021)[47],aldiyar,male
kazakhstan,2021)[47],алдияр,male
kazakhstan,2021)[47],amir,male
kazakhstan,2021)[47],амир,male
kazakhstan,2021)[47],alinur,male
kazakhstan,2021)[47],алинұр,male
kazakhstan,2021)[47],ali,male
kazakhstan,2021)[47],әли,male
kazakhstan,2021)[47],omar,male
kazakhstan,2021)[47],омар,male
kazakhstan,2021)[47],ramazan,male
kazakhstan,2021)[47],рамада́н,male
kazakhstan,2021)[47],muxammed,male
kazakhstan,2021)[47],мұхаммед,male
kuwait,2015)[48],mohammad,male
kuwait,2015)[48],abdullah,male
kuwait,2015)[48],fahad,male
kuwait,2015)[48],khaled,male
kuwait,2015)[48],ali,male
kuwait,2015)[48],yousef,male
kuwait,2015)[48],ahmed,male
kuwait,2015)[48],abdulaziz,male
kuwait,2015)[48],faisal,male
kuwait,2015)[48],bader,male
kyrgyzstan,2021)[49],muhammad,male
kyrgyzstan,2021)[49],мухаммад,male
kyrgyzstan,2021)[49],umar,male
kyrgyzstan,2021)[49],умар,male
kyrgyzstan,2021)[49],ali,male
kyrgyzstan,2021)[49],али,male
kyrgyzstan,2021)[49],amir,male
kyrgyzstan,2021)[49],амир,male
kyrgyzstan,2021)[49],bilal,male
kyrgyzstan,2021)[49],билал,male
kyrgyzstan,2021)[49],alikhan,male
kyrgyzstan,2021)[49],алихан,male
kyrgyzstan,2021)[49],alinur,male
kyrgyzstan,2021)[49],алинур,male
kyrgyzstan,2021)[49],nurislam,male
kyrgyzstan,2021)[49],нурислам,male
kyrgyzstan,2021)[49],emir,male
kyrgyzstan,2021)[49],эмир,male
kyrgyzstan,2021)[49],usman,male
kyrgyzstan,2021)[49],усман,male
lebanon,2015)[50],elie,male
lebanon,2015)[50],mohammad,male
lebanon,2015)[50],charbel,male
lebanon,2015)[50],ali,male
lebanon,2015)[50],hassan,male
lebanon,2015)[50],hussein,male
lebanon,2015)[50],george,male
lebanon,2015)[50],ahmad,male
lebanon,2015)[50],christian,male
lebanon,2015)[50],joe,male
malaysia,2017,babycenter[51],male
malaysia,2017,muhamad,male
malaysia,2017,ahmad,male
malaysia,2017,adam,male
malaysia,2017,amar,male
malaysia,2017,wan,male
malaysia,2017,iman,male
malaysia,2017,harraz,male
malaysia,2017,izz,male
malaysia,2017,umar,male
malaysia,2017,aariz,male
mongolia,52),naranbaatar,male
mongolia,52),batkhaаn,male
mongolia,52),baаtar,male
mongolia,52),chuluun,male
mongolia,52),sukhbaаtar,male
nepal,53),krishna,male
nepal,53),kiran,male
nepal,53),bishal,male
nepal,53),bibek,male
nepal,53),siddhartha,male
nepal,53),manish,male
nepal,53),mahesh,male
nepal,53),kamal,male
nepal,53),name,male
nepal,53),prem,male
nepal,53),prakash,male
pakistan,),mohammad,male
pakistan,),ali,male
pakistan,),hussain,male
pakistan,),omar,male
pakistan,),bilal,male
pakistan,),usman,male
pakistan,),zahid,male
pakistan,),shahid,male
pakistan,),saqib,male
pakistan,),nomaan,male
philippines,2018 philippine statistics authority)[54],nathaniel,male
philippines,2018 philippine statistics authority)[54],james,male
philippines,2018 philippine statistics authority)[54],jacob,male
philippines,2018 philippine statistics authority)[54],gabriel,male
philippines,2018 philippine statistics authority)[54],joshua,male
philippines,2018 philippine statistics authority)[54],angelo,male
philippines,2018 philippine statistics authority)[54],nathan,male
philippines,2018 philippine statistics authority)[54],john mark,male
philippines,2018 philippine statistics authority)[54],christian,male
philippines,2018 philippine statistics authority)[54],daniel,male
saudi arabia,55),mohammad,male
saudi arabia,55),fahd,male
saudi arabia,55),abdullah,male
saudi arabia,55),abdulrahman,male
saudi arabia,55),turki,male
saudi arabia,55),bandar,male
saudi arabia,55),omar,male
saudi arabia,55),ali,male
south korea,2019)[56],seo-jun,male
south korea,2019)[56],서준,male
south korea,2019)[56],ha-joon,male
south korea,2019)[56],하준,male
south korea,2019)[56],do-yun,male
south korea,2019)[56],도윤,male
south korea,2019)[56],eun-woo,male
south korea,2019)[56],은우,male
south korea,2019)[56],si-woo,male
south korea,2019)[56],시우,male
south korea,2019)[56],ji-ho,male
south korea,2019)[56],지호,male
south korea,2019)[56],ye-jun,male
south korea,2019)[56],예준,male
south korea,2019)[56],yu-jun,male
south korea,2019)[56],유준,male
south korea,2019)[56],ju-won,male
south korea,2019)[56],주원,male
south korea,2019)[56],min-jun,male
south korea,2019)[56],민준,male
taiwan,1980s-1990s births 2010 census)[57][58],chia-hao,male
taiwan,1980s-1990s births 2010 census)[57][58],家豪,male
taiwan,1980s-1990s births 2010 census)[57][58],chih-ming,male
taiwan,1980s-1990s births 2010 census)[57][58],志明,male
taiwan,1980s-1990s births 2010 census)[57][58],chun-chieh,male
taiwan,1980s-1990s births 2010 census)[57][58],俊傑,male
taiwan,1980s-1990s births 2010 census)[57][58],chien-hung,male
taiwan,1980s-1990s births 2010 census)[57][58],建宏,male
taiwan,1980s-1990s births 2010 census)[57][58],chun-hung,male
taiwan,1980s-1990s births 2010 census)[57][58],俊宏,male
taiwan,1980s-1990s births 2010 census)[57][58],chih-hao,male
taiwan,1980s-1990s births 2010 census)[57][58],志豪,male
taiwan,1980s-1990s births 2010 census)[57][58],chih-wei,male
taiwan,1980s-1990s births 2010 census)[57][58],志偉,male
taiwan,1980s-1990s births 2010 census)[57][58],wen-hsiung,male
taiwan,1980s-1990s births 2010 census)[57][58],文雄,male
taiwan,1980s-1990s births 2010 census)[57][58],chin-lung,male
taiwan,1980s-1990s births 2010 census)[57][58],金龍,male
taiwan,1980s-1990s births 2010 census)[57][58],chih-chiang,male
taiwan,1980s-1990s births 2010 census)[57][58],志強,male
tajikistan,2009)[59],muhammad,male
tajikistan,2009)[59],yusuf,male
tajikistan,2009)[59],abdullo,male
tajikistan,2009)[59],abubakr,male
thailand,2011 census)[60],somchai,male
thailand,2011 census)[60],somsak,male
thailand,2011 census)[60],somporn,male
thailand,2011 census)[60],somboon,male
thailand,2011 census)[60],prasert,male
turkey,babies born 2020)[61],yusuf,male
turkey,babies born 2020)[61],miraç,male
turkey,babies born 2020)[61],eymen,male
turkey,babies born 2020)[61],ömer asaf,male
turkey,babies born 2020)[61],kerem,male
turkey,babies born 2020)[61],alparslan,male
turkey,babies born 2020)[61],mustafa,male
turkey,babies born 2020)[61],emir,male
turkey,babies born 2020)[61],hamza,male
turkey,babies born 2020)[61],ali asaf,male
turkey,overall 2013)[62],mehmet,male
turkey,overall 2013)[62],mustafa,male
turkey,overall 2013)[62],ahmet,male
turkey,overall 2013)[62],ali,male
turkey,overall 2013)[62],hüseyin,male
turkey,overall 2013)[62],hasan,male
turkey,overall 2013)[62],ibrahim,male
turkey,overall 2013)[62],i̇smail,male
turkey,overall 2013)[62],osman,male
turkey,overall 2013)[62],yusuf,male
dubai united arab emirates,2015)[63],mohammad,male
dubai united arab emirates,2015)[63],ali,male
dubai united arab emirates,2015)[63],omar,male
dubai united arab emirates,2015)[63],ahmad,male
dubai united arab emirates,2015)[63],ahmed,male
dubai united arab emirates,2015)[63],abdulla,male
dubai united arab emirates,2015)[63],abdullah,male
albania,2019)[76],noel,male
albania,2019)[76],aron,male
albania,2019)[76],joel,male
albania,2019)[76],roan,male
albania,2019)[76],amar,male
albania,2019)[76],mateo,male
albania,2019)[76],alteo,male
albania,2019)[76],roel,male
albania,2019)[76],luis,male
albania,2019)[76],dion,male
andorra,2013)[77],marc,male
andorra,2013)[77],eric,male
andorra,2013)[77],jan,male
andorra,2013)[77],daniel,male
andorra,2013)[77],enzo,male
andorra,2013)[77],ian,male
andorra,2013)[77],pol,male
andorra,2013)[77],àlex,male
andorra,2013)[77],jordi,male
andorra,2013)[77],martí,male
austria,2020)[78],lukas,male
austria,2020)[78],elias,male
austria,2020)[78],jakob,male
austria,2020)[78],matteo,male
austria,2020)[78],david,male
austria,2020)[78],jonas,male
austria,2020)[78],maximilian,male
austria,2020)[78],paul,male
austria,2020)[78],felix,male
austria,2020)[78],alexander,male
belarus,minsk 2018)[79],artsiom,male
belarus,minsk 2018)[79],артем,male
belarus,minsk 2018)[79],mikhail,male
belarus,minsk 2018)[79],михаил,male
belarus,minsk 2018)[79],maksim,male
belarus,minsk 2018)[79],максим,male
belarus,minsk 2018)[79],ivan,male
belarus,minsk 2018)[79],иван,male
belarus,minsk 2018)[79],roman,male
belarus,minsk 2018)[79],роман,male
belarus,minsk 2018)[79],aleksandr,male
belarus,minsk 2018)[79],александр,male
belarus,minsk 2018)[79],danyl,male
belarus,minsk 2018)[79],даниил,male
belgium,2020)[80],arthur,male
belgium,2020)[80],noah,male
belgium,2020)[80],jules,male
belgium,2020)[80],louis,male
belgium,2020)[80],lucas,male
belgium,2020)[80],liam,male
belgium,2020)[80],adam,male
belgium,2020)[80],victor,male
belgium,2020)[80],gabriel,male
belgium,2020)[80],mohamed,male
bosnia and herzegovina,2020)[81],davud,male
bosnia and herzegovina,2020)[81],amar,male
bosnia and herzegovina,2020)[81],hamza,male
bosnia and herzegovina,2020)[81],daris,male
bosnia and herzegovina,2020)[81],adin,male
bosnia and herzegovina,2020)[81],eman,male
bosnia and herzegovina,2020)[81],harun,male
bosnia and herzegovina,2020)[81],ali,male
bosnia and herzegovina,2020)[81],džan,male
bulgaria,2021)[82],aleksandar,male
bulgaria,2021)[82],александър,male
bulgaria,2021)[82],georgi,male
bulgaria,2021)[82],георги,male
bulgaria,2021)[82],martin,male
bulgaria,2021)[82],мартин,male
bulgaria,2021)[82],kaloyan,male
bulgaria,2021)[82],калоян,male
bulgaria,2021)[82],boris,male
bulgaria,2021)[82],борис,male
bulgaria,2021)[82],dimitar,male
bulgaria,2021)[82],димитър,male
bulgaria,2021)[82],teodor,male
bulgaria,2021)[82],теодор,male
bulgaria,2021)[82],daniel,male
bulgaria,2021)[82],даниел,male
bulgaria,2021)[82],ivan,male
bulgaria,2021)[82],иван,male
bulgaria,2021)[82],nikola,male
bulgaria,2021)[82],никола,male
bulgaria,2021)[82],viktor,male
bulgaria,2021)[82],виктор,male
croatia,2020)[83][84],luka,male
croatia,2020)[83][84],david,male
croatia,2020)[83][84],jakov,male
croatia,2020)[83][84],ivan,male
croatia,2020)[83][84],petar,male
croatia,2020)[83][84],roko,male
croatia,2020)[83][84],matej,male
croatia,2020)[83][84],noa,male
croatia,2020)[83][84],filip,male
croatia,2020)[83][84],mateo,male
cyprus,2011 census)[85][86],andreas,male
cyprus,2011 census)[85][86],ανδρέας,male
cyprus,2011 census)[85][86],georgios,male
cyprus,2011 census)[85][86],γεώργιος,male
cyprus,2011 census)[85][86],konstantinos,male
cyprus,2011 census)[85][86],κωνσταντίνος,male
cyprus,2011 census)[85][86],christos,male
cyprus,2011 census)[85][86],χρήστος,male
cyprus,2011 census)[85][86],nikolaos,male
cyprus,2011 census)[85][86],νικόλαος,male
cyprus,2011 census)[85][86],michalis,male
cyprus,2011 census)[85][86],μιχάλης,male
cyprus,2011 census)[85][86],panagiotis,male
cyprus,2011 census)[85][86],παναγιώτης,male
cyprus,2011 census)[85][86],ioannis,male
cyprus,2011 census)[85][86],ιωάννης,male
cyprus,2011 census)[85][86],marios,male
cyprus,2011 census)[85][86],μάριος,male
cyprus,2011 census)[85][86],dimitrios,male
cyprus,2011 census)[85][86],δημήτριος,male
czech republic,2019)[87],jakub,male
czech republic,2019)[87],jan,male
